10.30,54.40,53.10,21.40,Sun May 14 20:19:05 CEST 2017
9.10,45.20,53.80,21.50,Sun May 14 20:20:04 CEST 2017
8.60,50.70,54.80,21.50,Sun May 14 20:21:03 CEST 2017
10.00,55.10,54.60,21.50,Sun May 14 20:22:05 CEST 2017
9.00,46.60,55.10,21.40,Sun May 14 20:23:04 CEST 2017
8.30,36.40,54.60,21.40,Sun May 14 20:24:03 CEST 2017
7.70,33.90,54.50,21.30,Sun May 14 20:25:02 CEST 2017
7.00,29.00,54.60,21.30,Sun May 14 20:26:04 CEST 2017
7.20,22.60,54.70,21.30,Sun May 14 20:27:03 CEST 2017
7.20,20.10,54.30,21.20,Sun May 14 20:28:02 CEST 2017
6.30,10.30,54.40,21.30,Sun May 14 20:29:04 CEST 2017
5.90,11.90,53.60,21.20,Sun May 14 20:30:03 CEST 2017
6.10,9.60,53.80,21.20,Sun May 14 20:31:02 CEST 2017
6.10,10.00,54.00,21.10,Sun May 14 20:32:04 CEST 2017
6.20,14.30,54.40,21.10,Sun May 14 20:33:03 CEST 2017
5.60,10.80,55.00,21.00,Sun May 14 20:34:02 CEST 2017
6.70,9.70,55.40,20.90,Sun May 14 20:35:04 CEST 2017
6.00,11.40,55.50,20.80,Sun May 14 20:36:03 CEST 2017
